Genotype,Region,Population,DW_Site,Longitude,Latitude,Altitude,Density_2012,DBH_14,DBH_16_Int,Area_Growth_2016_cm2_year,Area_Growth_2014_cm2_year,Height_m_13,X2010_61_Bud_Flush,X2010_245_Bud_Set,X2010_259_Bud_Set,X2010_274_Bud_Set,Volume_m3,Root_GE,Stem_GE,Leaf_Lifespan
DENB-17-4,WA/BC,Dean,DENB,-126.6891,52.8372,152,0.405549777,126.9506192,155.2047763,27.02383457,25.40298986,9.849585858,1.290628516,4.246496856,5.002625304,5.662047363,0.123838601,NA,NA,225.4255406
DENB-17-5,WA/BC,Dean,DENB,-126.6891,52.8372,152,0.409543549,119.736394,144.7948845,23.6285192,22.43308363,8.93536971,1.532852402,5.023762135,5.263739522,5.741142443,0.103551208,NA,NA,225.4255406
DENC-17-1,WA/BC,Dean,DENC,-126.796,52.8314,91,0.411373106,131.5502323,159.5301304,28.5991294,27.13489184,9.619135827,2.361093152,4.741481778,4.978280828,5.742571148,0.120244895,NA,NA,225.4335898
DENC-17-2,WA/BC,Dean,DENC,-126.796,52.8314,91,0.411744842,127.0314425,155.3374584,26.88961405,25.25258722,9.140069885,1.796832487,5.311295352,5.259769006,5.742451823,0.114014994,20.34440276,12.55237929,225.4335898
DENC-17-3,WA/BC,Dean,DENC,-126.796,52.8314,91,0.403776255,108.9790862,146.2721097,24.0700628,18.62691219,8.770889495,2.026289189,5.310944187,5.526043228,5.745259266,0.093258757,NA,NA,225.4335898
DENC-17-4,WA/BC,Dean,DENC,-126.796,52.8314,91,NA,125.9275724,154.8014531,26.86917788,24.89948687,9.702070416,2.034274375,5.028660544,5.003322142,5.742009308,0.117182093,NA,NA,225.4335898
DENC-17-5,WA/BC,Dean,DENC,-126.796,52.8314,91,0.410752313,108.1875042,140.5234363,22.27771971,18.31940067,8.648858,1.80341217,5.312647891,5.262557298,5.962227461,0.107335344,NA,NA,225.4335898
DEND-17-1,WA/BC,Dean,DEND,-126.95,52.81666667,27,0.42127084,118.6250748,141.0684932,22.37856762,22.15440287,9.438855756,1.081364742,5.025079247,5.259657164,5.74119649,0.102853272,17.96341539,12.42460788,225.4540366
DEND-17-2,WA/BC,Dean,DEND,-126.95,52.81666667,27,0.403002548,127.9062655,156.3671017,27.40425522,25.73179721,9.40777991,1.53532942,4.744768888,5.261060671,5.741686984,0.121046088,NA,NA,225.4540366
DEND-17-4,WA/BC,Dean,DEND,-126.95,52.81666667,27,0.392646698,114.3785977,154.9074227,26.93793179,20.53110087,9.766263743,0.945156084,5.314026466,5.260102095,5.740645959,0.122867981,26.13833082,9.715034043,225.4540366
DEND-17-5,WA/BC,Dean,DEND,-126.95,52.81666667,27,NA,117.7291919,141.9575534,22.66743066,21.78972192,8.845740508,1.708561158,5.036937973,5.361724431,5.665314966,0.100120701,NA,NA,225.4540366
FNYI-28-1,WA/BC,Vancouver I. East,FNYI,-124.85,49.51666667,46,NA,131.0235414,166.2522965,31.07020515,26.95586811,9.443147841,2.042920241,4.24667514,4.65755944,5.358623451,0.129546406,NA,NA,236.8145168
FNYI-28-2,WA/BC,Vancouver I. East,FNYI,-124.85,49.51666667,46,0.406053877,134.675354,164.5322219,30.40011125,28.51640371,9.49463718,2.029798466,4.743617821,4.757698254,5.743566533,0.12986794,24.39912415,15.20363317,236.8145168
FNYI-28-3,WA/BC,Vancouver I. East,FNYI,-124.85,49.51666667,46,NA,135.8795775,169.3572142,32.1716929,28.95533376,10.51498399,2.028688316,4.17434478,4.481688316,5.506285828,0.140116227,23.57271732,13.78804801,236.8145168
FNYI-28-4,WA/BC,Vancouver I. East,FNYI,-124.85,49.51666667,46,NA,123.8279252,147.7327331,24.50049061,24.06091901,9.31945188,0.940768139,5.020184237,5.261717956,5.746686241,0.106984974,18.40073091,11.65578965,236.8145168
FNYI-28-5,WA/BC,Vancouver I. East,FNYI,-124.85,49.51666667,46,0.395407378,126.8698542,156.1833287,27.42402351,25.1948667,9.2992782,1.287539099,5.040150035,4.999687971,5.662443107,0.120865362,NA,NA,236.8145168
GLCA-26-1,WA/BC,Squamish,GLCA,-122.4608,49.8652,366,0.406125242,119.6131558,147.7964783,24.3631916,22.50494746,8.925575931,1.082718672,4.458750852,5.00015499,5.743937734,0.118435489,NA,NA,234.9746708
GLCB-26-1,WA/BC,Squamish,GLCB,-122.9938,50.0977,579,NA,112.1319007,139.8969272,21.93039876,19.86116918,8.669375466,2.031453385,3.892633097,4.48040017,5.505463841,0.097193,17.24455563,13.03270074,234.6520099
GLCB-26-2,WA/BC,Squamish,GLCB,-122.9938,50.0977,579,0.397281246,126.5998409,152.7121105,26.12048485,25.15436751,8.891762011,1.539670153,4.461593404,4.749444776,5.742188399,0.106432087,24.94721267,14.30059168,234.6520099
GLCB-26-3,WA/BC,Squamish,GLCB,-122.9938,50.0977,579,0.403558493,131.8728605,166.906719,31.28785355,27.31628208,10.12636584,1.208047136,4.738071738,4.998968657,5.743963819,0.134952612,NA,NA,234.6520099
GLCB-26-4,WA/BC,Squamish,GLCB,-122.9938,50.0977,579,NA,114.6110316,136.3631658,20.92127444,20.53500265,9.211740227,1.535060137,4.7404441,4.749421062,5.741428782,0.097604753,21.17369315,9.872424964,234.6520099
GLCB-26-5,WA/BC,Squamish,GLCB,-122.9938,50.0977,579,0.403137873,125.2233873,153.1143566,26.40684576,24.62074388,9.399928415,1.088066864,4.458230744,4.973572982,5.740844714,0.121121685,NA,NA,234.6520099
GW-10072,Columbia,Columbia,Skamokawa,-123.45,46.26666667,9.1,0.391946781,150.3857356,186.6341061,39.08287384,35.46248237,10.17728129,2.039444905,3.4461989,4.29625974,5.06089851,0.15965473,NA,NA,253.7494524
GW-10955,Willamette,Willamette,Corvallis,-123.3,44.5,NA,0.400503926,149.6603323,183.9217274,37.9600157,35.20418092,10.06915526,2.029535159,3.035547869,3.417384534,5.048856138,0.153260936,NA,NA,260.2696789
GW-10956,Willamette,Willamette,Corvallis,-123.3,44.5,NA,NA,151.9459801,189.6926716,40.40649086,36.20215053,10.55031624,1.536016477,2.186457249,3.412872059,5.043765521,0.15922742,23.04684316,17.22543619,260.2696789
GW-10957,Willamette,Willamette,Corvallis,-123.3,44.5,NA,0.402629482,135.6802491,168.8682738,32.04021571,28.94209651,9.238044039,3.255429761,2.476515869,3.411882771,4.798889778,0.132252443,NA,NA,260.2696789
GW-10958,Willamette,Willamette,Corvallis,-123.3,44.5,NA,0.396147802,132.7056301,164.9781091,30.45774544,27.63935096,9.988082568,2.031810376,2.470966847,3.152440676,4.799862978,0.130004993,NA,NA,260.2696789
GW-10982,WA/BC,Skagit,Mount Vernon,-122.3,48.4,NA,0.408977247,134.9527873,170.6059262,32.65663778,28.59237342,10.27383225,2.03949131,2.475957647,3.415383429,5.046852075,0.137386028,NA,NA,243.7203699
GW-10983,WA/BC,Skagit,Mount Vernon,-122.3,48.4,NA,NA,124.7654474,151.9241207,25.98919998,24.46281739,10.29713648,2.029765754,3.323528366,3.683559749,5.271452544,0.120095288,NA,NA,243.7203699
GW-10984,WA/BC,Skagit,Mount Vernon,-122.3,48.4,NA,NA,159.7760537,206.4411677,47.74149206,40.14925351,11.10131489,2.027919105,1.622824363,2.860016046,4.562053175,0.205408753,NA,NA,243.7203699
GW-10985,WA/BC,Skagit,Mount Vernon,-122.3,48.4,NA,0.406386136,137.6629517,173.2224282,33.59296152,29.8351222,10.48860582,1.535906994,2.187625511,2.857673027,4.8011741,0.14918677,NA,NA,243.7203699
GW-10986,WA/BC,Skagit,Mount Vernon,-122.3,48.4,NA,NA,148.5800626,185.1168345,38.49928465,34.60446717,10.78107709,2.040594415,3.056762441,3.565137351,5.357041715,0.173068031,NA,NA,243.7203699
GW-10987,WA/BC,Skagit,Mount Vernon,-122.3,48.4,NA,NA,142.7351678,179.7452317,36.37672595,31.98163774,9.656314445,1.216037809,2.185579365,3.153245906,4.559194943,0.149015512,NA,NA,243.7203699
GW-10988,WA/BC,Skagit,Mount Vernon,-122.3,48.4,NA,0.40460135,145.2536918,195.2471714,42.7676777,33.25080476,10.73116859,2.027961986,3.603202177,4.482252654,5.046867002,0.184420628,NA,NA,243.7203699
GW-10989,WA/BC,Skagit,Mount Vernon,-122.3,48.4,NA,NA,135.4647905,163.8565034,30.12257415,28.81140447,10.22633965,2.366410371,3.609380786,4.4841682,5.507660035,0.127647762,26.87910538,18.33708343,243.7203699
GW-10992,WA/BC,Skagit,Mount Vernon,-122.3,48.4,NA,NA,143.1263674,177.8322098,35.51398668,32.21591165,10.38548839,1.707682979,3.327902422,3.927658423,5.272863674,0.153221428,NA,NA,243.7203699
GW-10993,WA/BC,Skagit,Mount Vernon,-122.3,48.4,NA,0.392462027,142.6548478,182.2545143,37.32731122,31.98700814,10.54444512,2.030956983,2.477650656,3.414429076,5.046356679,0.154797101,NA,NA,243.7203699
GW-10995,WA/BC,Skagit,Mount Vernon,-122.3,48.4,NA,NA,155.0799024,197.6394738,43.82743795,37.78516559,11.556179,1.802009072,2.471905969,3.156790503,4.561803939,0.180826743,25.349865,14.02710982,243.7203699
GW-10997,WA/BC,Skagit,Mount Vernon,-122.3,48.4,NA,NA,146.9815486,184.1856106,38.04418255,33.90786748,10.14409557,1.536857244,1.907695563,2.859477347,4.803988333,0.166869999,NA,NA,243.7203699
GW-10998,WA/BC,Skagit,Mount Vernon,-122.3,48.4,NA,0.421538549,138.1146834,167.6331924,31.5625785,29.8560238,10.05498308,1.801207137,3.319636064,3.924961771,5.021612261,0.143172308,NA,NA,243.7203699
GW-10999,WA/BC,Skagit,Mount Vernon,-122.3,48.4,NA,0.419596034,128.8107856,159.2853499,28.47496046,26.03658785,10.27437276,1.12330256,3.446740642,3.572479102,5.059931024,0.129861807,NA,NA,243.7203699
GW-11001,WA/BC,Skagit,Mount Vernon,-122.3,48.4,NA,NA,139.0398728,170.0605518,32.42444961,30.31629875,10.70653144,2.031415312,4.178787584,4.754217875,5.740929105,0.141781349,NA,NA,243.7203699
GW-11011,WA/BC,Nisqually,Nisqually River,-122.7,47,NA,0.391171587,128.9454703,163.3271371,29.91138199,26.04386598,9.836680075,2.029071919,2.469133908,3.150995505,4.799431212,0.129924719,25.87768291,17.39672332,249.3755852
GW-11012,WA/BC,Nisqually,Nisqually River,-122.7,47,NA,0.400948483,140.7651121,170.4874328,32.44625629,31.08542287,10.20922067,2.363395993,2.757725851,3.408148332,5.046370949,0.133844664,NA,NA,249.3755852
GW-11014,WA/BC,Nisqually,Nisqually River,-122.7,47,NA,0.387359383,142.4979788,177.2040487,35.21400278,31.91595149,10.30578339,3.252290735,2.752695257,3.683393922,5.247758457,0.154921253,26.1898061,13.30890217,249.3755852
GW-11015,WA/BC,Nisqually,Nisqually River,-122.7,47,NA,NA,144.1456312,178.8800785,35.96122788,32.60594338,11.28324243,2.361758704,2.759381423,3.411017603,5.047258495,0.172785592,NA,NA,249.3755852
GW-11016,WA/BC,Nisqually,Nisqually River,-122.7,47,NA,NA,159.1813205,205.3287615,47.13486053,39.86972754,11.37398848,2.02720719,3.043747503,3.418390961,5.046028274,0.187640023,NA,NA,249.3755852
GW-11018,WA/BC,Skagit,Mount Vernon,-122.3,48.4,NA,0.405217972,143.4506738,175.0088441,34.33661529,32.29994834,10.76073646,2.039121375,3.605982854,4.181510773,5.250722423,0.145029487,NA,NA,243.7203699
GW-11019,WA/BC,Skagit,Mount Vernon,-122.3,48.4,NA,0.399650229,129.8967351,164.7631916,30.5491987,26.54030668,9.839019924,2.040697718,2.658719586,3.567102317,5.059919022,0.134272345,24.55354658,16.84453758,243.7203699
GW-11021,WA/BC,Skagit,Mount Vernon,-122.3,48.4,NA,NA,138.4702876,169.5364826,32.38740023,30.13303954,11.00016644,2.657166089,2.753857956,3.682097989,5.27388471,0.15042794,NA,NA,243.7203699
GW-11022,WA/BC,Skagit,Mount Vernon,-122.3,48.4,NA,NA,128.5959848,157.5896464,27.7890908,26.00579762,10.1801906,1.709136922,3.05416586,3.955913495,5.056839351,0.121609709,23.63366645,18.38674899,243.7203699
GW-11024,WA/BC,Skagit,Mount Vernon,-122.3,48.4,NA,0.402499414,143.4650936,175.5169971,34.55289285,32.33715954,10.52503738,2.044410375,1.865458455,2.812801292,4.73910607,0.154719453,25.54997717,14.84226644,243.7203699
GW-11025,WA/BC,Skagit,Mount Vernon,-122.3,48.4,NA,NA,139.11157,171.1653569,32.88137353,30.31288254,9.985656974,2.029167943,3.890196234,4.213749521,5.510075117,0.139711386,NA,NA,243.7203699
GW-11026,WA/BC,Skagit,Mount Vernon,-122.3,48.4,NA,NA,126.4096854,158.3346734,28.24749129,25.02335148,9.440271066,1.799388113,3.608528582,4.219621509,5.503621561,0.124178597,NA,NA,243.7203699
GW-11027,WA/BC,Skagit,Mount Vernon,-122.3,48.4,NA,NA,152.2196795,189.9200821,40.40035937,36.35506312,10.85565588,2.030688834,2.470893056,3.409169355,4.800667538,0.173271751,24.72239171,15.915177,243.7203699
GW-11031,Willamette,Willamette,Corvallis,-123.3,44.5,NA,0.40230251,130.9924606,158.1340782,28.14086678,26.96769256,9.928128449,3.558407983,3.845551979,4.298139036,5.356859404,0.12500417,NA,NA,260.2696789
GW-11032,Willamette,Willamette,Corvallis,-123.3,44.5,NA,NA,153.5850609,191.6555958,41.18203081,37.0868321,11.01015055,4.762426757,1.904115522,2.859552497,4.530196715,0.144573051,NA,NA,260.2696789
GW-11033,Willamette,Willamette,Corvallis,-123.3,44.5,NA,0.409211558,135.9338232,164.522477,30.48191802,29.0485978,10.06618288,4.762537936,3.327369946,3.680677141,5.274718676,0.135628129,NA,NA,260.2696789
GW-11034,Willamette,Willamette,Corvallis,-123.3,44.5,NA,NA,123.5363257,151.8760151,25.8253627,23.93649524,9.301298655,2.921733327,3.329210546,3.963179108,5.271835535,0.115401483,NA,NA,260.2696789
GW-11035,Willamette,Willamette,Corvallis,-123.3,44.5,NA,NA,146.1640572,183.62538,37.86348349,33.56400541,10.56201147,4.233554154,3.059476743,3.565381228,5.057326065,0.164885596,30.98991401,17.61870848,260.2696789
GW-11036,Willamette,Willamette,Corvallis,-123.3,44.5,NA,0.401511877,134.7406227,181.1020388,36.68208021,28.43360879,9.695838373,4.16506215,3.325833738,3.929213695,5.046173728,0.150306666,27.47745251,19.42441618,260.2696789
GW-11037,Columbia,Columbia,Clatskanie,-123.2,46.1,NA,NA,124.6118008,172.5894795,33.37904066,24.30630518,10.08583756,2.039985951,2.656597282,2.805083794,4.392875221,0.138227277,NA,NA,255.3369058
GW-11038,Columbia,Columbia,Clatskanie,-123.2,46.1,NA,NA,149.7667095,186.6230168,39.08130559,35.17034895,11.16315566,2.6601099,1.861849182,2.433727529,4.092648463,0.165886102,25.85737327,20.18808544,255.3369058
GW-11039,Columbia,Columbia,Clatskanie,-123.2,46.1,NA,NA,150.6509109,186.3176079,38.91874088,35.68384405,11.18853526,2.026030236,2.471077964,3.15732229,4.560670728,0.158722035,NA,NA,255.3369058
GW-11041,Columbia,Columbia,Clatskanie,-123.2,46.1,NA,0.411298837,127.9406985,153.07333,26.2594285,25.72960023,9.583642706,2.363009551,3.607349551,4.219112099,5.504380588,0.121769463,NA,NA,255.3369058
GW-11042,Columbia,Columbia,Clatskanie,-123.2,46.1,NA,NA,135.6550665,147.5186925,24.40220035,28.94177681,9.474841105,2.03312597,3.322094855,3.68258979,5.047991296,0.100412299,NA,NA,255.3369058
GW-11043,Columbia,Columbia,Clatskanie,-123.2,46.1,NA,0.402502372,122.530459,148.9412364,24.84718218,23.64523212,9.615506136,2.029895515,3.325581226,4.221121552,5.041836618,0.121566439,NA,NA,255.3369058
GW-11044,Columbia,Columbia,Clatskanie,-123.2,46.1,NA,NA,124.8669252,155.2381186,27.03236972,24.42926825,10.06545924,2.92140618,2.755786302,3.152120649,4.80092208,0.123213781,NA,NA,255.3369058
GW-11045,Columbia,Columbia,Clatskanie,-123.2,46.1,NA,NA,113.2018753,135.5146436,20.72146797,20.09995942,8.742823021,2.032255304,2.654101721,3.569134118,5.054022445,0.089787027,NA,NA,255.3369058
GW-11046,Columbia,Columbia,Clatskanie,-123.2,46.1,NA,NA,128.0100564,156.3960941,27.4775131,25.81698809,10.02028398,2.026099523,3.040490909,3.680362611,5.274754696,0.122505874,NA,NA,255.3369058
GW-11047,Columbia,Columbia,Clatskanie,-123.2,46.1,NA,0.393068327,123.261487,147.1268308,24.32170134,23.87933609,9.575968042,2.032656657,4.175192735,4.729796327,5.743445566,0.114624408,NA,NA,255.3369058
GW-11048,Columbia,Columbia,Clatskanie,-123.2,46.1,NA,0.40237616,125.1041193,150.3763137,25.34002431,24.55303861,9.679716028,2.031005036,3.317384981,3.679280155,5.270691317,0.115204843,NA,NA,255.3369058
GW-11049,Columbia,Columbia,Clatskanie,-123.2,46.1,NA,NA,133.0338022,165.408127,30.68983302,27.77576244,9.663604362,2.029889424,3.327733648,3.960037379,5.503735934,0.133264675,NA,NA,255.3369058
GW-11051,Columbia,Columbia,Clatskanie,-123.2,46.1,NA,NA,126.8855422,153.4091057,26.57019887,25.29934818,9.185915109,1.531842009,3.037126947,3.682241909,5.043835316,0.105508342,NA,NA,255.3369058
GW-11052,Columbia,Columbia,Clatskanie,-123.2,46.1,NA,0.400827639,120.0910761,143.5711002,23.1568595,22.63143401,9.304431427,2.029146985,4.171314828,4.729470176,5.27182232,0.109226286,NA,NA,255.3369058
GW-11053,WA/BC,Nisqually,Nisqually River,-122.7,47,NA,NA,132.9343715,163.7358339,30.08738932,27.75144328,9.913188787,0.944499467,3.893278652,4.215517368,5.744779323,0.129467963,32.17548905,17.41632686,249.3755852
GW-11054,WA/BC,Nisqually,Nisqually River,-122.7,47,NA,0.403842646,111.7211859,135.3403368,20.56905359,19.56929438,9.323342808,1.533186779,3.037574596,3.960591494,5.505490476,0.112273516,26.56032335,15.65701508,249.3755852
GW-4579,Columbia,Columbia,Packwood,-121.7166667,46.71666667,975.4,NA,136.6223055,171.020483,32.79407133,29.27071666,9.915364089,2.042888747,3.451253427,3.950065541,5.356288009,0.142166246,NA,NA,252.1249473
GW-4610,Columbia,Columbia,Kalama,-122.8166667,45.96666667,15.2,NA,146.1831402,182.0624263,37.17474689,33.66368832,10.05863694,3.767757225,3.447745905,3.948889986,4.737116972,0.148627342,NA,NA,255.5219444
GW-7973,Willamette,Willamette,Troutdale,-122.4,45.55,9.1,NA,141.3294445,173.5136028,33.79351515,31.32485858,10.47318342,2.039403412,2.267485416,2.808951168,4.741309886,0.1415608,NA,NA,256.4563451
GW-7974,Willamette,Willamette,Troutdale,-122.4,45.55,9.1,0.40150427,126.9435691,151.1053114,25.66676599,25.33703183,9.427161471,2.025642762,3.039496961,3.960668377,5.042716309,0.10586444,NA,NA,256.4563451
GW-7975,Willamette,Willamette,Troutdale,-122.4,45.55,9.1,NA,147.2988119,182.3785148,37.26588458,34.04747833,10.21161601,1.084870209,3.605746878,2.427893287,4.091727151,0.152834591,NA,NA,256.4563451
GW-7976,Columbia,Columbia,Rainier,-123,46.11666667,3,NA,164.2548202,207.085893,48.13282193,42.44951944,10.09663338,2.889245405,2.659540537,3.209789838,5.059860872,0.191026369,NA,NA,255.313776
GW-7977,Columbia,Columbia,Rainier,-122.995,46.11916667,NA,0.397019783,141.852522,186.3598939,38.98139002,31.62820758,10.37699251,3.25340909,3.041766643,3.965053063,5.272590076,0.171143353,NA,NA,255.3103065
GW-7978,Columbia,Columbia,Rainier,-123,46.11666667,3,NA,145.8853417,181.3530882,36.89636031,33.38676638,10.69142054,3.255226597,2.759341241,3.680980524,5.045968854,0.159894927,NA,NA,255.313776
GW-7979,Columbia,Columbia,Rainier,-123,46.11666667,3,NA,145.3391234,180.8246114,36.73394141,33.0987064,10.74474477,3.352906783,3.60544425,3.651736187,5.272345637,0.177088984,NA,NA,255.313776
GW-7980,Columbia,Columbia,Clatskanie,-123.2697222,46.13833333,NA,0.400006136,120.835294,NA,NA,22.96373968,10.37382668,2.363171402,2.75677187,3.413598409,5.27636995,0.176458477,NA,NA,254.2837073
GW-7981,Columbia,Columbia,Clatskanie,-123.25,46.13333333,3,NA,141.5333516,183.1981355,37.63960999,31.4170047,10.0356263,2.885693796,2.653823624,2.804088147,4.74459307,0.163072122,NA,NA,254.2906462
GW-7982,Columbia,Columbia,Clatskanie,-123.25,46.13333333,3,0.403225247,132.901341,172.7492065,33.49390455,27.78151638,10.33008743,2.031555626,2.467280109,3.15531299,5.043764239,0.145068868,NA,NA,254.2906462
GW-7983,Columbia,Columbia,Longview,-123,46.11666667,3,0.404535024,129.6115803,175.4878513,34.56208253,26.39501677,10.34452138,3.254458045,2.473110934,3.154389387,4.561126555,0.158483334,NA,NA,255.313776
GW-7984,Columbia,Columbia,Longview,-123,46.11666667,3,0.399604778,122.6626232,145.7034724,23.90615398,23.52903976,9.913800799,2.922719278,3.606938865,3.929537301,5.271539741,0.122851832,NA,NA,255.313776
GW-7985,Columbia,Columbia,Longview,-123,46.11666667,3,0.397641534,141.4676028,180.5278669,36.58023003,31.37427348,10.43493337,2.659942305,2.187216791,3.154213187,4.297439826,0.15812128,NA,NA,255.313776
GW-7986,Columbia,Columbia,Rainier,-123.0216667,46.12888889,NA,NA,152.4719004,191.6362405,41.15377246,36.59838167,10.79071348,2.365392168,3.605405804,3.965876169,5.50327322,0.164359406,NA,NA,254.2968142
GW-7987,Columbia,Columbia,Longview,-122.8833333,46.08333333,3,NA,145.6809387,206.3397222,47.63443222,33.3557271,10.97199659,2.92095174,1.901293544,2.858839652,4.296397781,0.201430663,NA,NA,255.3600357
GW-7988,Columbia,Columbia,Longview,-122.8833333,46.08333333,3,0.392922319,135.4105021,170.0442282,32.35963162,28.78421511,9.807059006,2.365323047,2.190634371,2.858683794,4.80260476,0.134131591,NA,NA,255.3600357
GW-7989,Columbia,Columbia,Longview,-122.8833333,46.08333333,3,0.397029498,147.4034048,182.7399541,37.45905727,34.12268746,10.83758167,2.921638808,2.758978345,3.650699849,4.745146437,0.155781352,NA,NA,255.3600357
GW-7990,Columbia,Columbia,Longview,-122.8833333,46.08333333,3,0.404551634,147.4677271,196.807677,43.41913192,34.20199327,10.17756412,2.922163301,2.757571209,3.682730651,5.047862097,0.169727025,27.87155507,21.02113453,255.3600357
GW-7991,Columbia,Columbia,Kalama,-122.8666667,46,3,0.399884378,142.0141167,170.279591,32.49144438,31.67979226,10.32732807,2.02667961,3.606236617,4.455611167,5.509340516,0.137868019,NA,NA,255.4756847
GW-7992,Columbia,Columbia,Kalama,-122.8666667,46,3,NA,127.3719263,158.4814201,28.25159474,25.47765459,9.547042824,2.919389123,3.318060249,3.929046615,5.045044556,0.119839542,NA,NA,255.4756847
GW-7993,Columbia,Columbia,Kalama,-122.8666667,46,3,NA,135.4361102,167.2704809,31.39586432,28.85773753,9.588627774,3.55721951,2.468511403,3.152391175,4.800547632,0.138600573,NA,NA,255.4756847
GW-7994,Columbia,Columbia,Kalama,-122.8666667,46,3,NA,135.435769,164.2534915,30.21007185,28.93034125,11.23058543,1.802011894,2.466044537,3.152310392,4.799473134,0.134242095,28.64468609,11.71293982,255.4756847
GW-7996,Columbia,Columbia,Clatskanie,-123.1833333,46.1,9.1,NA,133.103396,162.2671618,29.51778212,27.81011966,9.745670957,2.030763133,2.754551197,3.107393373,4.564713945,0.135840659,NA,NA,255.3369058
GW-9577,WA/BC,Nisqually,Ft. Lewis,-122.3833333,47.16666667,129.5,0.412857996,152.8998413,192.1178695,41.37239645,36.76769876,10.26177612,2.042322728,2.267204269,2.807226231,4.43540061,0.174730277,25.80781652,16.55986616,249.144287
GW-9578,WA/BC,Nisqually,Ft. Lewis,-122.3833333,47.16666667,129.5,NA,146.6282756,180.1438405,36.42798622,33.83892222,9.958791443,2.040017615,2.661321265,3.569085355,5.062389453,0.143693648,20.68373702,14.6833201,249.144287
GW-9579,WA/BC,Nisqually,Ft. Lewis,-122.3833333,47.16666667,129.5,0.386353638,145.2619273,172.0517309,33.19189867,33.07693915,10.10806337,2.362432255,2.758017173,3.156130926,5.046698992,0.13753728,NA,NA,249.144287
